DateReceived,Product,SubProduct,Issue,SubIssue,ConsumerComplaint,CompanyPublicResponse,Company,State,ZipCode,SubmittedVia,DateSentCompany,CompanyResponseConsumer,TimelyResponseSts,ConsumerDisputedSts,ComplaintId
2014-12-26,Debt collection,Medical,Communication tactics,Frequent or repeated calls,,,"California Business Bureau, Inc.",CA,92336,Web,2014-12-26,Closed with explanation,Yes,No,1171809
2014-12-26,Debt collection,Medical,Cont\'d attempts collect debt not owed,Debt is not mine,,,"California Business Bureau, Inc.",TN,37174,Web,2014-12-26,Closed with explanation,Yes,No,1171064
2014-12-26,Debt collection,Medical,Cont\'d attempts collect debt not owed,Debt is not mine,,,"Retrieval-Masters Creditors Bureau, Inc.",TX,79925,Web,2014-12-26,Closed,Yes,No,1171297
2014-12-26,Debt collection,Medical,Cont\'d attempts collect debt not owed,Debt was paid,,,Transworld Systems Inc.,OH,45150,Web,2014-12-26,Closed with explanation,Yes,Yes,1171405
2014-12-26,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,Experian,FL,33025,Web,2015-02-04,Closed with explanation,Yes,No,1171939
2014-12-26,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,First Federal Credit Control,FL,33025,Web,2014-12-27,Closed with explanation,Yes,No,1171938
2014-12-26,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,,,Receivables Management Corporation,SC,29036,Web,2015-01-02,Closed with explanation,Yes,No,1171927
2014-12-26,Debt collection,Mortgage,Cont\'d attempts collect debt not owed,Debt is not mine,,,Ocwen,CA,94513,Web,2014-12-26,Closed with explanation,Yes,No,1171462
2014-12-26,Debt collection,Non-federal student loan,Communication tactics,Frequent or repeated calls,,,Navient,CA,92392,Web,2014-12-27,Closed with non-monetary relief,Yes,No,1171931
2014-12-26,Debt collection,Non-federal student loan,Cont\'d attempts collect debt not owed,Debt is not mine,,,ConServe,NY,11550,Web,2014-12-26,Closed with explanation,Yes,No,1171642
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Called after sent written cease of comm,,,Source Receivables Management LLC,CO,80013,Web,2014-12-27,Closed with explanation,Yes,Yes,1172069
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Cont\'d attempts collect debt not owed,Debt is not mine,,,"Advanced Collection Bureau, Inc.",FL,32940,Web,2014-12-26,Closed with explanation,Yes,No,1171815
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Cont\'d attempts collect debt not owed,Debt is not mine,,,"Credit Bureau Central, Inc (NV)",NV,89502,Postal mail,2015-01-02,Closed with explanation,Yes,No,1171109
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Cont\'d attempts collect debt not owed,Debt is not mine,,,"Selip & Stylianou, LLP",NY,10002,Postal mail,2014-12-31,Closed with explanation,Yes,No,1171829
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Cont\'d attempts collect debt not owed,Debt resulted from identity theft,,,"Enhanced Recovery Company, LLC",CA,95843,Web,2014-12-26,Closed with non-monetary relief,Yes,No,1171430
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Cont\'d attempts collect debt not owed,Debt was discharged in bankruptcy,,,Citibank,OH,45424,Web,2015-01-16,Closed with explanation,Yes,Yes,1170970
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Cont\'d attempts collect debt not owed,Debt was discharged in bankruptcy,,,JPMorgan Chase,OH,45424,Web,2015-01-16,Closed with explanation,Yes,Yes,1170971
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Cont\'d attempts collect debt not owed,Debt was paid,,,"First National Collection Bureau, Inc.",TX,78220,Postal mail,2015-01-02,Closed with explanation,Yes,No,1171226
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Cont\'d attempts collect debt not owed,Debt was paid,,,"First National Collection Bureau, Inc.",TX,78220,Postal mail,2015-01-02,Closed with explanation,Yes,No,1171246
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Cont\'d attempts collect debt not owed,Debt was paid,,,"Trident Asset Management, L.L.C.",LA,70116,Web,2014-12-26,Closed with non-monetary relief,Yes,No,1171132
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,Barclays,NY,10306,Postal mail,2015-01-02,Closed with explanation,Yes,No,1170986
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,Encore Capital Group,VA,23602,Web,2014-12-26,Closed with explanation,Yes,No,1171265
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Enhanced Recovery Company, LLC",FL,33322,Web,2014-12-26,Closed with non-monetary relief,Yes,No,1171358
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Northstar Location Services, LLC",NY,10306,Postal mail,2015-01-02,Closed,Yes,No,1170985
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Northstar Location Services, LLC",NY,10306,Postal mail,2015-01-02,Closed,Yes,No,1171034
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,Santander Bank US,NY,11372,Web,2014-12-26,Closed,Yes,No,1171543
2014-12-26,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"Diversified Consultants, Inc.",MN,56572,Phone,2015-01-02,Closed with explanation,Yes,No,1171237
2014-12-26,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"First National Collection Bureau, Inc.",DE,19901,Web,2014-12-26,Closed with explanation,Yes,No,1171848
2014-12-26,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"Hunter Warfield, Inc.",FL,33637,Web,2014-12-26,Closed with explanation,Yes,Yes,1171538
2014-12-26,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,,,"I.C. System, Inc.",IL,60004,Web,2015-01-02,Closed with explanation,Yes,No,1171236
2014-12-26,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,,,ACE Cash Express Inc.,MO,63136,Web,2015-01-06,Closed with explanation,Yes,No,1171919
2014-12-26,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,,,"Select Management Resources, LLC",OH,44053,Web,2015-01-02,Closed with explanation,Yes,No,1171173
2014-12-26,Debt collection,Payday loan,Disclosure verification of debt,Not given enough info to verify debt,,,"EZCORP, Inc.",TX,77489,Web,2015-01-06,Closed with explanation,Yes,No,1170997
2014-12-26,Money transfers,Domestic (US) money transfer,Fraud or scam,,,,Bank of America,NY,11221,Web,2014-12-26,Closed with explanation,Yes,Yes,1171807
2014-12-26,Money transfers,Domestic (US) money transfer,Money was not available when promised,,,,MoneyGram,IL,60957,Web,2014-12-27,Closed with explanation,Yes,Yes,1171937
2014-12-26,Money transfers,Domestic (US) money transfer,Money was not available when promised,,,,MoneyGram,VA,23222,Web,2014-12-26,Closed with explanation,Yes,Yes,1171467
2014-12-26,Money transfers,Domestic (US) money transfer,Other transaction issues,,,,MoneyGram,FL,34119,Web,2014-12-27,Closed with explanation,Yes,No,1171924
2014-12-26,Money transfers,International money transfer,Fraud or scam,,,,Ria Financial,MD,21224,Web,2015-01-08,Closed with explanation,Yes,Yes,1171588
2014-12-26,Money transfers,International money transfer,Incorrect/missing disclosures or info,,,,Western Union,IA,51501,Postal mail,2015-01-02,Closed with explanation,Yes,No,1171637
2014-12-26,Money transfers,International money transfer,Money was not available when promised,,,,MoneyGram,MN,55435,Web,2014-12-27,Closed with explanation,Yes,Yes,1171925
2014-12-26,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase,OR,97442,Web,2014-12-26,Closed with explanation,Yes,No,1171174
2014-12-26,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Shellpoint Partners, LLC",WA,98020,Web,2014-12-26,Closed with explanation,Yes,Yes,1171105
2014-12-26,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Statebridge Company,CA,94551,Web,2014-12-26,Closed with explanation,Yes,Yes,1171315
2014-12-26,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo,CA,92604,Web,2014-12-26,Closed with explanation,Yes,Yes,1171135
2014-12-26,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo,CA,92656,Web,2014-12-31,Closed with explanation,Yes,No,1171534
2014-12-26,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Bank of America,DC,20037,Web,2014-12-26,Closed with explanation,Yes,Yes,1171664
2014-12-26,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,East West Bank,CA,90302,Web,2014-12-26,Closed,Yes,No,1171668
2014-12-26,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,JPMorgan Chase,WA,98685,Web,2015-01-02,Closed with explanation,Yes,Yes,1171570
2014-12-26,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,91403,Web,2014-12-27,Closed with explanation,Yes,Yes,1171942
2014-12-26,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,,,Freedom Mortgage,NM,87002,Web,2015-01-02,Closed with explanation,Yes,No,1171930
2014-12-26,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,FL,33027,Web,2014-12-26,Closed with explanation,Yes,Yes,1171649
2014-12-26,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase,IL,60175,Web,2014-12-26,Closed with explanation,Yes,No,1171559
2014-12-26,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase,WA,98271,Web,2014-12-26,Closed with explanation,Yes,Yes,1171345
2014-12-26,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Loan Care,AZ,85027,Phone,2015-01-02,Closed with explanation,Yes,No,1171230
2014-12-26,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,94531,Web,2014-12-26,Closed with explanation,Yes,No,1171644
2014-12-26,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,SunTrust Bank,CA,95476,Web,2014-12-27,Closed with explanation,Yes,Yes,1171920
2014-12-26,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Synovus Bank,GA,31637,Web,2015-01-02,Closed with explanation,Yes,Yes,1171896
2014-12-26,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo,AZ,85251,Web,2015-01-02,Closed with explanation,Yes,Yes,1171580
2014-12-26,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,PA,1867,Web,2014-12-26,Closed with explanation,Yes,No,1171554
2014-12-26,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,SC,29708,Web,2014-12-27,Closed with explanation,Yes,No,1171922
2014-12-26,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase,GA,30127,Web,2014-12-31,Closed with monetary relief,Yes,No,1171072
2014-12-26,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,PHH Mortgage,OR,97526,Web,2014-12-26,Closed with explanation,Yes,No,1171399
2014-12-26,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Quicken Loans,AZ,85395,Web,2015-01-02,Closed with explanation,Yes,Yes,1171946
2014-12-26,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,JPMorgan Chase,CO,80220,Web,2014-12-27,Closed with monetary relief,Yes,No,1171921
2014-12-26,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,Nationstar Mortgage,CO,80224,Web,2014-12-27,Closed with explanation,Yes,Yes,1172100
2014-12-26,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,NY,13203,Web,2014-12-26,Closed with explanation,Yes,No,1171501
2014-12-26,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Loan Care,WI,54311,Web,2015-01-02,Closed with explanation,Yes,No,1171402
2014-12-26,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo,MN,55109,Web,2014-12-26,Closed with explanation,Yes,Yes,1170995
2014-12-26,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33323,Web,2014-12-26,Closed with explanation,Yes,No,1171228
2014-12-26,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Bank of America,MN,55374,Web,2014-12-26,Closed with explanation,Yes,No,1171853
2014-12-26,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,JPMorgan Chase,CA,95608,Web,2014-12-26,Closed with explanation,Yes,No,1171636
2014-12-26,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Ditech Financial LLC,PA,19057,Web,2014-12-26,Closed with explanation,Yes,No,1171353
2014-12-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,VA,23235,Web,2014-12-26,Closed with explanation,Yes,Yes,1171667
2014-12-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",CA,93035,Postal mail,2015-01-02,Closed with explanation,Yes,No,1171347
2014-12-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,FL,32703,Web,2014-12-26,Closed with explanation,Yes,No,1171412
2014-12-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Vanderbilt Mortgage & Finance,NC,27263,Fax,2015-01-02,Closed with explanation,Yes,No,1171136
2014-12-26,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of the West,CA,95621,Postal mail,2015-01-30,Closed with explanation,Yes,No,1171530
2014-12-26,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Bayview Loan Servicing, LLC",NY,11226,Postal mail,2014-12-31,Closed with explanation,Yes,No,1171849
2014-12-26,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,CMG Financial,CA,95391,Postal mail,2015-01-08,Closed with non-monetary relief,Yes,Yes,1171778
2014-12-26,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,95391,Postal mail,2015-01-02,Closed with explanation,Yes,Yes,1171779
2014-12-26,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,PayPal,NC,28215,Web,2015-01-02,Closed with explanation,Yes,No,1171189
2014-12-26,Mortgage,Other mortgage,Other,,,,Bank of America,MI,48236,Postal mail,2015-01-02,Closed with explanation,Yes,No,1171014
2014-12-26,Mortgage,Reverse mortgage,"Application, originator, mortgage broker",,,,American Advisors Group,DE,19969,Web,2014-12-26,Closed with explanation,No,No,1171833
2014-12-26,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,Selene Finance,NC,27605,Web,2014-12-26,Closed with explanation,Yes,No,1171602
2014-12-26,Other financial service,Check cashing,Disclosures,,,,"FNIS (Fidelity National Information Services, Inc.)",MI,48439,Web,2015-01-02,Closed with explanation,Yes,No,1171026
2014-12-26,Payday loan,,Applied for loan/did not receive money,,,,"Enova International, Inc.",MD,21154,Web,2014-12-26,Closed with explanation,Yes,No,1171314
2014-12-26,Payday loan,,Can\'t contact lender,,,,ACE Cash Express Inc.,OH,44135,Web,2014-12-31,Closed with explanation,Yes,No,1171596
2014-12-26,Payday loan,,Can\'t stop charges to bank account,,,,Speedy Cash Holdings,TX,75093,Web,2014-12-26,Closed with explanation,Yes,No,1171550
2014-12-26,Payday loan,,Charged bank acct wrong day or amt,,,,ACE Cash Express Inc.,OH,44512,Web,2014-12-27,Closed with explanation,Yes,No,1171880
2014-12-26,Payday loan,,Charged fees or interest I didn\'t expect,,,,Red Rock Tribal Lending,LA,70127,Web,2015-01-02,Closed with explanation,Yes,No,1171884
2014-12-26,Student loan,Non-federal student loan,Can\'t repay my loan,,,,Navient,IL,60647,Web,2014-12-26,Closed with explanation,Yes,No,1171458
2014-12-26,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,,Navient,IN,47632,Phone,2014-12-31,Closed with explanation,Yes,No,1171144
2014-12-26,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,,Navient,VA,22102,Web,2014-12-26,Closed with non-monetary relief,Yes,No,1171617
2014-12-27,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase,NV,,Web,2014-12-27,Closed with explanation,Yes,No,1172005
2014-12-27,Bank account or service,Checking account,"Account opening, closing, or management",,,,PNC Bank,NJ,7002,Web,2014-12-28,Closed,Yes,Yes,1172153
2014-12-27,Bank account or service,Checking account,"Account opening, closing, or management",,,,PNC Bank,OH,43219,Web,2014-12-27,Closed with monetary relief,Yes,No,1172019
2014-12-27,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase,CA,91401,Web,2014-12-28,Closed with explanation,Yes,No,1172139
2014-12-27,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,JPMorgan Chase,NY,10075,Web,2014-12-27,Closed with explanation,Yes,No,1171962
2014-12-27,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,CA,92028,Web,2014-12-27,Closed with non-monetary relief,Yes,No,1171983
2014-12-27,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo,TX,75225,Web,2014-12-27,Closed with explanation,Yes,Yes,1172028
2014-12-27,Bank account or service,Checking account,Using a debit or ATM card,,,,Bank of America,GA,30083,Web,2014-12-27,Closed with explanation,Yes,No,1171961
2014-12-27,Bank account or service,Checking account,Using a debit or ATM card,,,,Citibank,NY,11798,Web,2014-12-27,Closed with monetary relief,Yes,No,1172048
2014-12-27,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,JPMorgan Chase,NY,11212,Web,2014-12-27,Closed with explanation,Yes,No,1171976
2014-12-27,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,JPMorgan Chase,PA,18901,Web,2014-12-28,Closed with non-monetary relief,Yes,No,1172364
2014-12-27,Consumer loan,Installment loan,Problems when you are unable to pay,,,,Bank of America,CA,90056,Web,2014-12-29,Closed with explanation,Yes,No,1172087
2014-12-27,Consumer loan,Installment loan,Problems when you are unable to pay,,,,GE Capital Retail,MD,20747,Web,2015-01-02,Closed with monetary relief,Yes,No,1171974
2014-12-27,Consumer loan,Installment loan,Taking out the loan or lease,,,,GE Capital Retail,SD,57442,Web,2015-01-02,Closed with monetary relief,Yes,Yes,1171997
2014-12-27,Consumer loan,Vehicle loan,Managing the loan or lease,,,,GM Financial,TX,78213,Web,2014-12-27,Closed with explanation,Yes,No,1172003
2014-12-27,Consumer loan,Vehicle loan,Taking out the loan or lease,,,,TD Bank,IL,60478,Web,2014-12-27,Closed with explanation,Yes,No,1172120
2014-12-27,Credit card,,Billing disputes,,,,Amex,NY,11552,Web,2014-12-27,Closed with monetary relief,Yes,No,1171956
2014-12-27,Credit card,,Billing disputes,,,,Barclays,TX,,Web,2015-01-02,Closed with explanation,Yes,Yes,1172041
2014-12-27,Credit card,,Billing disputes,,,,Capital One,CA,95821,Web,2014-12-27,Closed with explanation,Yes,No,1171948
2014-12-27,Credit card,,Billing disputes,,,,Capital One,MO,65714,Web,2014-12-27,Closed with non-monetary relief,Yes,Yes,1172037
2014-12-27,Credit card,,Billing disputes,,,,Citibank,IL,60615,Web,2014-12-28,Closed with monetary relief,Yes,No,1172156
2014-12-27,Credit card,,Billing disputes,,,,TD Bank,OH,44305,Web,2014-12-27,Closed with monetary relief,Yes,No,1172119
2014-12-27,Credit card,,Billing disputes,,,,U.S. Bancorp,NJ,8638,Web,2015-01-20,Closed with explanation,Yes,Yes,1172002
2014-12-27,Credit card,,Billing statement,,,,Bank of America,OR,97229,Web,2014-12-27,Closed with explanation,Yes,No,1172022
2014-12-27,Credit card,,Credit card protection / Debt protection,,,,Citibank,IL,60107,Web,2015-01-02,Closed with monetary relief,Yes,No,1171960
2014-12-27,Credit card,,Credit card protection / Debt protection,,,,Discover,NY,13413,Web,2014-12-27,Closed with explanation,Yes,Yes,1171995
2014-12-27,Credit card,,Customer service / Customer relations,,,,Amex,IL,60192,Web,2014-12-27,Closed with monetary relief,Yes,No,1171977
2014-12-27,Credit card,,Identity theft / Fraud / Embezzlement,,,,Capital One,OH,44114,Web,2014-12-27,Closed with explanation,Yes,No,1172071
2014-12-27,Credit card,,Identity theft / Fraud / Embezzlement,,,,Citibank,PA,17104,Web,2014-12-27,Closed with explanation,Yes,Yes,1172029
2014-12-27,Credit card,,Other,,,,Citibank,CA,95693,Web,2014-12-28,Closed with monetary relief,Yes,No,1172142
2014-12-27,Credit card,,Privacy,,,,Amex,VA,22960,Web,2014-12-27,Closed with explanation,Yes,Yes,1171996
2014-12-27,Credit card,,Transaction issue,,,,Discover,CA,94103,Web,2014-12-28,Closed with monetary relief,Yes,No,1172146
2014-12-27,Credit reporting,,Credit monitoring or identity protection,Account terms and changes,,,Experian,GA,31401,Web,2014-12-27,Closed with monetary relief,Yes,No,1172023
2014-12-27,Credit reporting,,Credit reporting company\'s investigation,Problem with statement of dispute,,,Equifax,CA,95825,Web,2015-01-02,Closed with explanation,Yes,No,1172097
2014-12-27,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,FL,33470,Web,2015-01-23,Closed with explanation,Yes,Yes,1171991
2014-12-27,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion,OH,44121,Web,2015-01-05,Closed with explanation,Yes,No,1171964
2014-12-27,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion,SD,57442,Web,2014-12-27,Closed with explanation,Yes,No,1171998
2014-12-27,Credit reporting,,Incorrect information on credit report,Account terms,,,KeyBank NA,MD,21236,Web,2015-01-02,Closed with explanation,Yes,Yes,1172030
2014-12-27,Credit reporting,,Incorrect information on credit report,Account terms,,,TransUnion,CO,80910,Web,2014-12-27,Closed with explanation,Yes,Yes,1172125
2014-12-27,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,CA,92325,Web,2014-12-27,Closed with non-monetary relief,Yes,No,1172095
2014-12-27,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,TX,78023,Web,2014-12-27,Closed with non-monetary relief,Yes,No,1172082
2014-12-27,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,NY,10035,Web,2014-12-28,Closed with explanation,Yes,No,1172155
2014-12-27,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"FNIS (Fidelity National Information Services, Inc.)",MO,64083,Web,2015-01-02,Closed with explanation,Yes,No,1172013
2014-12-27,Credit reporting,,Incorrect information on credit report,Information is not mine,,,TransUnion,NY,10452,Web,2015-01-02,Closed with non-monetary relief,Yes,No,1172163
2014-12-27,Credit reporting,,Incorrect information on credit report,Information is not mine,,,TransUnion,TX,78023,Web,2014-12-27,Closed with non-monetary relief,Yes,No,1172081
2014-12-27,Credit reporting,,Incorrect information on credit report,Personal information,,,Experian,OH,45231,Web,2015-01-02,Closed with explanation,Yes,No,1172047
2014-12-27,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,GA,30331,Web,2015-01-02,Closed with explanation,Yes,Yes,1172033
2014-12-27,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,TransUnion,PA,18201,Web,2014-12-28,Closed with non-monetary relief,Yes,No,1172159
2014-12-27,Debt collection,,Communication tactics,Frequent or repeated calls,,,"Commonwealth Financial Systems, Inc.",NJ,8730,Web,2014-12-30,Closed with explanation,Yes,No,1172027
2014-12-27,Debt collection,,Communication tactics,Frequent or repeated calls,,,Encore Capital Group,CA,95838,Web,2014-12-27,Closed with non-monetary relief,Yes,No,1172088
2014-12-27,Debt collection,,Cont\'d attempts collect debt not owed,Debt is not mine,,,"Portfolio Recovery Associates, Inc.",MD,21216,Web,2014-12-27,Closed with non-monetary relief,Yes,No,1171967
2014-12-27,Debt collection,,Cont\'d attempts collect debt not owed,Debt is not mine,,,"Portfolio Recovery Associates, Inc.",UT,84096,Web,2015-01-02,Closed with explanation,Yes,No,1172018
2014-12-27,Debt collection,,Cont\'d attempts collect debt not owed,Debt is not mine,,,"Portfolio Recovery Associates, Inc.",WA,98266,Web,2014-12-27,Closed with explanation,Yes,No,1171992
2014-12-27,Debt collection,,Disclosure verification of debt,Right to dispute notice not received,,,"Professional Debt Mediation, Inc.",TN,37312,Web,2014-12-27,Closed with explanation,Yes,No,1171987
2014-12-27,Debt collection,Auto,Cont\'d attempts collect debt not owed,Debt is not mine,,,"Westlake Services, LLC",FL,33150,Web,2015-01-13,Closed with explanation,Yes,No,1172012
2014-12-27,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,GE Capital Retail,GA,30907,Web,2014-12-27,Closed with non-monetary relief,Yes,No,1172021
2014-12-27,Debt collection,Credit card,Cont\'d attempts collect debt not owed,Debt was paid,,,"Cavalry Investments, LLC",OH,44022,Web,2014-12-27,Closed with explanation,Yes,No,1172006
2014-12-27,Debt collection,Credit card,Cont\'d attempts collect debt not owed,Debt was paid,,,GE Capital Retail,OH,44022,Web,2014-12-27,Closed with explanation,Yes,No,1172007
2014-12-27,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,Encore Capital Group,VA,23834,Web,2015-01-02,Closed with non-monetary relief,Yes,Yes,1171950
2014-12-27,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"Frederick J. Hanna & Associates, P.C.",VA,23834,Web,2014-12-27,Closed with explanation,Yes,Yes,1171949
2014-12-27,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,,,Encore Capital Group,NE,69356,Web,2014-12-27,Closed with explanation,Yes,No,1172056
2014-12-27,Debt collection,Credit card,Taking/threatening an illegal action,Seized/Attempted to seize property,,,"Legal Recovery Law Offices, Inc",CA,92865,Web,2014-12-28,Closed with explanation,Yes,No,1172141
2014-12-27,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,Resurgent Capital Services L.P.,IL,60548,Web,2014-12-27,Closed with explanation,Yes,No,1172009
2014-12-27,Debt collection,Federal student loan,Communication tactics,Frequent or repeated calls,,,GC Services Limited Partnership,CA,92008,Web,2014-12-27,Closed with non-monetary relief,Yes,No,1172025
2014-12-27,Debt collection,Medical,Communication tactics,Frequent or repeated calls,,,Encore Capital Group,MA,1095,Web,2014-12-30,Closed with non-monetary relief,Yes,No,1171982
2014-12-27,Debt collection,Medical,Cont\'d attempts collect debt not owed,Debt is not mine,,,"CBM Services, Inc.",NV,89122,Web,2014-12-27,Closed with explanation,Yes,No,1172043
2014-12-27,Debt collection,Medical,Cont\'d attempts collect debt not owed,Debt was paid,,,"Charleston Area Medical Center, Inc.",WV,25701,Web,2015-01-14,Closed with explanation,No,No,1172309
2014-12-27,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,,,"Pro Com Services of Illinois, Inc.",IL,60445,Web,2014-12-28,Closed with explanation,Yes,Yes,1172299
2014-12-27,Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,,,"National Credit Systems,Inc.",TX,78213,Web,2014-12-27,Closed with explanation,Yes,Yes,1171994
2014-12-27,Debt collection,Mortgage,False statements or representation,Attempted to collect wrong amount,,,JPMorgan Chase,GA,31131,Web,2015-01-02,Closed with explanation,Yes,Yes,1172293
